"name","price","review_count","rating","est_income","est_total_cost","expected_profit"
"Ketchapp Basketball","0.00","5833","4.5","$300,000.00","$130,000.00","$170,000.00"
"Pokémon Shuffle Mobile","0.00","5805","4.5","$300,000.00","$130,000.00","$170,000.00"
"hocus.","0.99","5778","4.5","$300,000.00","$130,000.00","$170,000.00"
"Snake.io - Worm.io - Agar Slither Snake Battle","0.00","5768","4.5","$300,000.00","$130,000.00","$170,000.00"
"Soda Dungeon","0.00","5717","4.5","$300,000.00","$130,000.00","$170,000.00"
"Sonic Dash 2: Sonic Boom","0.00","5697","4.5","$300,000.00","$130,000.00","$170,000.00"
"Green the Planet","0.00","5660","4.5","$300,000.00","$130,000.00","$170,000.00"
"Nom Cat - Endless feeding frenzy arcade game","0.00","5655","4.5","$300,000.00","$130,000.00","$170,000.00"
"Pixel Starships™ : 8Bit MMORPG","0.00","5565","4.5","$300,000.00","$130,000.00","$170,000.00"
"Gods Of Rome","0.00","5526","4.5","$300,000.00","$130,000.00","$170,000.00"
"Everpix HD Wallpapers - Cool Backgrounds & Themes","0.00","5521","4.5","$300,000.00","$130,000.00","$170,000.00"
"E! Now","0.00","5506","4.5","$300,000.00","$130,000.00","$170,000.00"
"PKTBALL - Endless Arcade Smash Sport","0.00","5492","4.5","$300,000.00","$130,000.00","$170,000.00"
"CamScanner +| PDF Document Scanner and OCR","0.99","5482","4.5","$300,000.00","$130,000.00","$170,000.00"
"Brain Dots - Draw and solve! Brain Training Game","0.00","5469","4.5","$300,000.00","$130,000.00","$170,000.00"
"Sam’s Club Scan & Go","0.00","5448","4.5","$300,000.00","$130,000.00","$170,000.00"
"Force Saber of Light","0.00","5424","4.5","$300,000.00","$130,000.00","$170,000.00"
"Hunter Island: Monsters & Dragons","0.99","5305","4.5","$300,000.00","$130,000.00","$170,000.00"
"Adobe Photoshop Mix - Cut out, combine, create","0.00","5253","4.5","$300,000.00","$130,000.00","$170,000.00"
"Clockmaker – Mystery Match3 Puzzle","0.00","5246","4.5","$300,000.00","$130,000.00","$170,000.00"
"School of Chaos Online MMORPG","0.00","5237","4.5","$300,000.00","$130,000.00","$170,000.00"
"Nicki Minaj: The Empire","0.00","5196","4.5","$300,000.00","$130,000.00","$170,000.00"
"Kritika: The White Knights","0.00","5185","4.5","$300,000.00","$130,000.00","$170,000.00"
"Online Head Ball","0.00","5160","4.5","$300,000.00","$130,000.00","$170,000.00"
"Hand of God - Top Clicker & Tap Games","0.00","5141","4.5","$300,000.00","$130,000.00","$170,000.00"
"Make More!","0.00","5134","4.5","$300,000.00","$130,000.00","$170,000.00"
"Sounds app - Music And Friends","0.00","5126","4.5","$300,000.00","$130,000.00","$170,000.00"
"Geometry Dash World","0.00","5114","4.5","$300,000.00","$130,000.00","$170,000.00"
"Tap Smiths","0.00","5112","4.5","$300,000.00","$130,000.00","$170,000.00"
"Collageable - Photo Collage Maker, Pic Grid Free","0.00","5112","4.5","$300,000.00","$130,000.00","$170,000.00"
"Ghostbusters™: Slime City","0.00","5111","4.5","$300,000.00","$130,000.00","$170,000.00"
"SongFlip - Free Music Streamer","0.00","5004","4.5","$300,000.00","$130,000.00","$170,000.00"
"Waterlogged - Daily Hydration Tracker","0.00","5000","4.5","$300,000.00","$130,000.00","$170,000.00"
"Bold Moves","0.00","4980","4.5","$300,000.00","$130,000.00","$170,000.00"
"Magic Tiles : Music Maker - Don't Touch the White","0.00","4944","4.5","$300,000.00","$130,000.00","$170,000.00"
"The Last Vikings","0.00","4919","4.5","$300,000.00","$130,000.00","$170,000.00"
"Doomsday Clicker","0.00","4910","4.5","$300,000.00","$130,000.00","$170,000.00"
"Bazaart Photo Editor Pro and Picture Collage Maker","0.00","4909","4.5","$300,000.00","$130,000.00","$170,000.00"
"Got It - Homework Help Math, Chem, Physics Solver","0.00","4903","4.5","$300,000.00","$130,000.00","$170,000.00"
"Pancake – The Game","0.00","4903","4.5","$300,000.00","$130,000.00","$170,000.00"
"Solitaire Free: card games for adults","0.00","4891","4.5","$300,000.00","$130,000.00","$170,000.00"
"Retale - Coupons, Weekly Ads & Stores Nearby","0.00","4861","4.5","$300,000.00","$130,000.00","$170,000.00"
"InstaBeauty -Camera&Photo Editor&Pic Collage Maker","0.00","4818","4.5","$300,000.00","$130,000.00","$170,000.00"
"BLEACH Brave Souls","0.00","4815","4.5","$300,000.00","$130,000.00","$170,000.00"
"Monster Craft GO - Find and Catch pixelmon CarToon","0.00","4808","4.5","$300,000.00","$130,000.00","$170,000.00"
"Simple Radio - Live AM & FM Radio Stations","0.00","4787","4.5","$300,000.00","$130,000.00","$170,000.00"
"Quick Scan - QR Code Reader","0.00","4783","4.5","$300,000.00","$130,000.00","$170,000.00"
"Lep's World 3 Plus - the super best platformer games","0.99","4678","4.5","$300,000.00","$130,000.00","$170,000.00"
"PNP 2016 Portable North Pole—Create Santa Videos","0.00","4650","4.5","$300,000.00","$130,000.00","$170,000.00"
"Voice Recorder (FREE)","0.00","4640","4.5","$300,000.00","$130,000.00","$170,000.00"
"Sling Kong","0.00","4638","4.5","$300,000.00","$130,000.00","$170,000.00"
"BattleHand","0.00","4623","4.5","$300,000.00","$130,000.00","$170,000.00"
"Legacy of Discord - Furious Wings","0.00","4618","4.5","$300,000.00","$130,000.00","$170,000.00"
"WordBrain 2","0.00","4577","4.5","$300,000.00","$130,000.00","$170,000.00"
"Blocky Football","0.00","4549","4.5","$300,000.00","$130,000.00","$170,000.00"
"Trump Dump ⁢","0.00","4544","4.5","$300,000.00","$130,000.00","$170,000.00"
"Sandstorm: Pirate Wars","0.00","4518","4.5","$300,000.00","$130,000.00","$170,000.00"
"Smilebox Moments - Collages, Stickers, Filters, Frames & Animations","0.99","4510","4.5","$300,000.00","$130,000.00","$170,000.00"
"Narcos: Cartel Wars","0.00","4490","4.5","$300,000.00","$130,000.00","$170,000.00"
"Twisty Arrow - Shoot the Circle Wheel","0.00","4440","4.5","$300,000.00","$130,000.00","$170,000.00"
"Vector for iPhone","0.99","4432","4.5","$300,000.00","$130,000.00","$170,000.00"
"Lock Screens - Free Wallpapers & Background Themes","0.00","4429","4.5","$300,000.00","$130,000.00","$170,000.00"
"Weed Firm 2: Back To College","0.00","4387","4.5","$300,000.00","$130,000.00","$170,000.00"
"Beach Buggy Racing","0.00","4386","4.5","$300,000.00","$130,000.00","$170,000.00"
"BB-8™ App Enabled Droid Powered by Sphero","0.00","4385","4.5","$300,000.00","$130,000.00","$170,000.00"
"Rival Stars Basketball","0.00","4383","4.5","$300,000.00","$130,000.00","$170,000.00"
"Warrior Balls","0.00","4375","4.5","$300,000.00","$130,000.00","$170,000.00"
"Flick Quarterback 17","0.00","4371","4.5","$300,000.00","$130,000.00","$170,000.00"
"Jam League","0.00","4361","4.5","$300,000.00","$130,000.00","$170,000.00"
"MiP App","0.00","4350","4.5","$300,000.00","$130,000.00","$170,000.00"
"Adobe Spark Video, Animated Videos in minutes","0.00","4302","4.5","$300,000.00","$130,000.00","$170,000.00"
"Cut the Rope: Time Travel HD","0.99","4294","4.5","$300,000.00","$130,000.00","$170,000.00"
"YouCam Perfect - Photo & Selfie Editor","0.00","4293","4.5","$300,000.00","$130,000.00","$170,000.00"
"Runtastic Six Pack Abs Workout & Core Trainer","0.00","4283","4.5","$300,000.00","$130,000.00","$170,000.00"
"Diamond Quest!","0.00","4278","4.5","$300,000.00","$130,000.00","$170,000.00"
"YO-KAI WATCH Wibble Wobble","0.00","4275","4.5","$300,000.00","$130,000.00","$170,000.00"
"MuseCam - Edit Photos & Manual Camera","0.00","4267","4.5","$300,000.00","$130,000.00","$170,000.00"
"网易新闻 - 精选好内容，算出你的兴趣","0.00","4263","4.5","$300,000.00","$130,000.00","$170,000.00"
"Total - Free browser with file manager and cloud storage support","0.00","4231","4.5","$300,000.00","$130,000.00","$170,000.00"
"Risky Road","0.00","4226","4.5","$300,000.00","$130,000.00","$170,000.00"
"NCIS: Hidden Crimes","0.00","4222","4.5","$300,000.00","$130,000.00","$170,000.00"
"SkyView® Free - Explore the Universe","0.00","4188","4.5","$300,000.00","$130,000.00","$170,000.00"
"Slash Mobs","0.00","4179","4.5","$300,000.00","$130,000.00","$170,000.00"
"Naughty Kitties","0.00","4162","4.5","$300,000.00","$130,000.00","$170,000.00"
"Emoji Keyboard for Me - Free Emoji Keyboard Themes","0.00","4162","4.5","$300,000.00","$130,000.00","$170,000.00"
"Land Sliders","0.00","4142","4.5","$300,000.00","$130,000.00","$170,000.00"
"Fyuse - 3D Photos","0.00","4126","4.5","$300,000.00","$130,000.00","$170,000.00"
"Fun Run Arena - Online Multiplayer Running Game","0.00","4116","4.5","$300,000.00","$130,000.00","$170,000.00"
"Frozen Frenzy Mania: Challenging Match 3 Games","0.00","4104","4.5","$300,000.00","$130,000.00","$170,000.00"
"Slingo Supreme HD","0.99","4094","4.5","$300,000.00","$130,000.00","$170,000.00"
"Oz: Broken Kingdom™","0.00","4074","4.5","$300,000.00","$130,000.00","$170,000.00"
"Hopscotch","0.00","4057","4.5","$300,000.00","$130,000.00","$170,000.00"
"Guess The Song - New music quiz!","0.00","4050","4.5","$300,000.00","$130,000.00","$170,000.00"
"Calculator for iPad Free.","0.00","4021","4.5","$300,000.00","$130,000.00","$170,000.00"
"Ringtones for iPhone with Ringtone Maker","0.00","4013","4.5","$300,000.00","$130,000.00","$170,000.00"
"Loop Drive 2","0.00","4009","4.5","$300,000.00","$130,000.00","$170,000.00"
"MakeupPlus - Natural, Professional Makeup Looks","0.00","3987","4.5","$300,000.00","$130,000.00","$170,000.00"
"Dashy Crashy","0.00","3979","4.5","$300,000.00","$130,000.00","$170,000.00"
"LINE Camera - Photo editor, Animated Stamp, Filter","0.00","3978","4.5","$300,000.00","$130,000.00","$170,000.00"
"Scanbot - Scanner App & Fax","0.00","3936","4.5","$300,000.00","$130,000.00","$170,000.00"
"Peggle Classic HD","0.99","3912","4.5","$300,000.00","$130,000.00","$170,000.00"
"Lumyer - augmented reality camera effects","0.00","3896","4.5","$300,000.00","$130,000.00","$170,000.00"
"Watch OWN","0.00","3895","4.5","$300,000.00","$130,000.00","$170,000.00"
"Scrubby Dubby Saga","0.00","3874","4.5","$300,000.00","$130,000.00","$170,000.00"
"War Commander: Rogue Assault","0.00","3858","4.5","$300,000.00","$130,000.00","$170,000.00"
"Quick Scan Pro - Barcode Scanner. Deal Finder. Money Saver.","0.99","3837","4.5","$300,000.00","$130,000.00","$170,000.00"
"A Call From Santa! Voicemail & Text Messages","0.00","3823","4.5","$300,000.00","$130,000.00","$170,000.00"
"Yellow - Make new friends","0.00","3809","4.5","$300,000.00","$130,000.00","$170,000.00"
"Pou","0.00","3783","4.5","$300,000.00","$130,000.00","$170,000.00"
"Word Trek  - WordTrek Brain game & Word puzzles","0.00","3774","4.5","$300,000.00","$130,000.00","$170,000.00"
"Troll Face Quest Video Memes","0.00","3770","4.5","$300,000.00","$130,000.00","$170,000.00"
"Leap Day","0.00","3763","4.5","$300,000.00","$130,000.00","$170,000.00"
"The Battle of Polytopia","0.00","3757","4.5","$300,000.00","$130,000.00","$170,000.00"
"JibJab","0.00","3755","4.5","$300,000.00","$130,000.00","$170,000.00"
"Progress to 100","0.99","3746","4.5","$300,000.00","$130,000.00","$170,000.00"
"Ketchapp Summer Sports","0.00","3731","4.5","$300,000.00","$130,000.00","$170,000.00"
"KODAK Kiosk Connect App","0.00","3711","4.5","$300,000.00","$130,000.00","$170,000.00"
"ComicBook!","0.99","3702","4.5","$300,000.00","$130,000.00","$170,000.00"
"Ski Safari: Adventure Time - Stunt Skiing Endless Runner with Finn and BMO","0.99","3699","4.5","$300,000.00","$130,000.00","$170,000.00"
"Talking Carl","0.99","3662","4.5","$300,000.00","$130,000.00","$170,000.00"
"MOBIUS FINAL FANTASY","0.00","3640","4.5","$300,000.00","$130,000.00","$170,000.00"
"Game of Dice","0.00","3629","4.5","$300,000.00","$130,000.00","$170,000.00"
"It Girl Story - Styling, Fashion & Celebrity Life","0.00","3537","4.5","$300,000.00","$130,000.00","$170,000.00"
"EPOCH.2","0.99","3525","4.5","$300,000.00","$130,000.00","$170,000.00"
"Down The Mountain","0.00","3491","4.5","$300,000.00","$130,000.00","$170,000.00"
"Bubble Island 2 - Pop Bubble Shooter","0.00","3480","4.5","$300,000.00","$130,000.00","$170,000.00"
"阴阳师-全区互通现世集结","0.00","3478","4.5","$300,000.00","$130,000.00","$170,000.00"
"Wheel of Fortune Slots Casino with Vanna White","0.00","3413","4.5","$300,000.00","$130,000.00","$170,000.00"
"Rolling Snake.io - Worm IO Multiplayer Online Slither War Game - Free Agar Skins Version","0.00","3392","4.5","$300,000.00","$130,000.00","$170,000.00"
"Bottle Flip!","0.00","3384","4.5","$300,000.00","$130,000.00","$170,000.00"
"Wordalot – Picture Crossword","0.00","3383","4.5","$300,000.00","$130,000.00","$170,000.00"
"Horizon Chase - World Tour","0.00","3375","4.5","$300,000.00","$130,000.00","$170,000.00"
"Home - Design & Decor Shopping","0.00","3354","4.5","$300,000.00","$130,000.00","$170,000.00"
"Stormfall: Rise of Balur","0.00","3340","4.5","$300,000.00","$130,000.00","$170,000.00"
"Make7! Hexa Puzzle","0.00","3336","4.5","$300,000.00","$130,000.00","$170,000.00"
"The Voice Official App on NBC","0.00","3327","4.5","$300,000.00","$130,000.00","$170,000.00"
"Blocky Roads","0.99","3282","4.5","$300,000.00","$130,000.00","$170,000.00"
"Sky Whale - a Game Shakers App","0.00","3248","4.5","$300,000.00","$130,000.00","$170,000.00"
"Zig Zag Boom","0.00","3242","4.5","$300,000.00","$130,000.00","$170,000.00"
"SOMA Messenger","0.00","3232","4.5","$300,000.00","$130,000.00","$170,000.00"
"Cut the Rope: Magic","0.99","3229","4.5","$300,000.00","$130,000.00","$170,000.00"
"The Sandbox Evolution - Craft a 2D Pixel Universe","0.00","3220","4.5","$300,000.00","$130,000.00","$170,000.00"
"Tank.io war - Free Classic Tank games","0.00","3219","4.5","$300,000.00","$130,000.00","$170,000.00"
"PES CLUB MANAGER","0.00","3216","4.5","$300,000.00","$130,000.00","$170,000.00"
"Adobe Illustrator Draw","0.00","3215","4.5","$300,000.00","$130,000.00","$170,000.00"
"Smashy Road: Arena","0.00","3207","4.5","$300,000.00","$130,000.00","$170,000.00"
"Onefootball - Soccer Scores & Live News","0.00","3194","4.5","$300,000.00","$130,000.00","$170,000.00"
"Slingshot Racing","0.99","3189","4.5","$300,000.00","$130,000.00","$170,000.00"
"Plants vs. Zombies FREE HD","0.00","3185","4.5","$300,000.00","$130,000.00","$170,000.00"
"Nono Islands","0.00","3180","4.5","$300,000.00","$130,000.00","$170,000.00"
"White Tiles 4: Piano Master (All mini games in 1)","0.00","3168","4.5","$300,000.00","$130,000.00","$170,000.00"
"Twisty Wheel","0.00","3148","4.5","$300,000.00","$130,000.00","$170,000.00"
"Digimon Heroes!","0.00","3144","4.5","$300,000.00","$130,000.00","$170,000.00"
"Hot Wheels: Race Off","0.00","3141","4.5","$300,000.00","$130,000.00","$170,000.00"
"Basketball Clicker","0.00","3130","4.5","$300,000.00","$130,000.00","$170,000.00"
"GOAT: Buy & Sell Sneakers","0.00","3116","4.5","$300,000.00","$130,000.00","$170,000.00"
"Concepts - Sketch, Design, Illustrate","0.00","3101","4.5","$300,000.00","$130,000.00","$170,000.00"
"Neo Monsters","0.99","3093","4.5","$300,000.00","$130,000.00","$170,000.00"
"Infectonator","0.99","3069","4.5","$300,000.00","$130,000.00","$170,000.00"
"Build Away! - Idle City Game","0.00","3065","4.5","$300,000.00","$130,000.00","$170,000.00"
"Magic Rush: Heroes","0.00","3046","4.5","$300,000.00","$130,000.00","$170,000.00"
"Taxi Sim 2016","0.00","3026","4.5","$300,000.00","$130,000.00","$170,000.00"
"AT&T Mobile Transfer - Free","0.00","3024","4.5","$300,000.00","$130,000.00","$170,000.00"
"50 50 - The Addictive Slicing Game","0.00","2998","4.5","$300,000.00","$130,000.00","$170,000.00"
"Slam Dunk Basketball 2 - Play & Do Good","0.00","2963","4.5","$300,000.00","$130,000.00","$170,000.00"
"iSafe Pro","0.99","2956","4.5","$300,000.00","$130,000.00","$170,000.00"
"Spellspire","0.00","2939","4.5","$300,000.00","$130,000.00","$170,000.00"
"PolitiCats: Awesome Clicker Game","0.00","2938","4.5","$300,000.00","$130,000.00","$170,000.00"
"Simply Piano by JoyTunes - Learn & play piano","0.00","2925","4.5","$300,000.00","$130,000.00","$170,000.00"
"CamCard - Business card scanner & reader","0.99","2923","4.5","$300,000.00","$130,000.00","$170,000.00"
"Battle Copters","0.00","2922","4.5","$300,000.00","$130,000.00","$170,000.00"
"Javelin Masters 2","0.00","2909","4.5","$300,000.00","$130,000.00","$170,000.00"
"Alpha Omega","0.00","2892","4.5","$300,000.00","$130,000.00","$170,000.00"
"Jupiter Jump","0.00","2890","4.5","$300,000.00","$130,000.00","$170,000.00"
"Fernanfloo","0.00","2886","4.5","$300,000.00","$130,000.00","$170,000.00"
"Shopkins: Chef Club","0.00","2881","4.5","$300,000.00","$130,000.00","$170,000.00"
"Lollipop: Sweet Taste Match3","0.00","2861","4.5","$300,000.00","$130,000.00","$170,000.00"
"Colossatron: Massive World Threat","0.99","2817","4.5","$300,000.00","$130,000.00","$170,000.00"
"Gear.Club - True Racing","0.00","2793","4.5","$300,000.00","$130,000.00","$170,000.00"
"Trello","0.00","2793","4.5","$300,000.00","$130,000.00","$170,000.00"
"Galaxy Reavers-Space Strategy game(RTS)","0.00","2778","4.5","$300,000.00","$130,000.00","$170,000.00"
"Big Bang Racing","0.00","2758","4.5","$300,000.00","$130,000.00","$170,000.00"
"Amateur Surgeon 4","0.00","2743","4.5","$300,000.00","$130,000.00","$170,000.00"
"Tennis Champs Returns","0.00","2740","4.5","$300,000.00","$130,000.00","$170,000.00"
"Ultimate Wolf Simulator","0.99","2737","4.5","$300,000.00","$130,000.00","$170,000.00"
"Mahjong Solitaire Star! Your Favorite Game!","0.00","2731","4.5","$300,000.00","$130,000.00","$170,000.00"
"ZARA","0.00","2731","4.5","$300,000.00","$130,000.00","$170,000.00"
"Talking Tom Bubble Shooter","0.00","2659","4.5","$300,000.00","$130,000.00","$170,000.00"
"Christmas Sweeper 3","0.00","2645","4.5","$300,000.00","$130,000.00","$170,000.00"
"Super Atomic","0.00","2638","4.5","$300,000.00","$130,000.00","$170,000.00"
"Bits of Sweets","0.00","2572","4.5","$300,000.00","$130,000.00","$170,000.00"
"Trebel Music - Unlimited Music Downloader","0.00","2570","4.5","$300,000.00","$130,000.00","$170,000.00"
"Jelly Blast: New Exciting Match 3","0.00","2557","4.5","$300,000.00","$130,000.00","$170,000.00"
"Soccer Clicker","0.00","2556","4.5","$300,000.00","$130,000.00","$170,000.00"
"Pirate Power","0.00","2555","4.5","$300,000.00","$130,000.00","$170,000.00"
"Glowing Snake King - Anaconda Diep War Battle Game","0.00","2554","4.5","$300,000.00","$130,000.00","$170,000.00"
