"name","price","review_count","rating","est_income","est_total_cost","expected_profit"
"梦幻轩辕","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"坂本ですが？秘技…フリータイムキラー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"大头儿子天天乐跑-和孩子一起玩的游戏！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"大圣捉妖记","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"まぐろ投げ！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"日曜劇難99.9","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"謎解き母からのメモ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"新大主宰-2016卡牌手游巨作！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"铁血武林-武侠回合制策略手游","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Black Hole -世の中で最も困難な物理げーむ ぱずる-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ジョナサンアプリ　お得なクーポンが使える便利なアプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"出会い応援チャットアプリLIKE YOU","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"まぐろ職人（通）","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"EggPunch 2 - adventure puzzle game","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"新・血液型テスト","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"【実況】今からカレシを葬る #衝撃の実況動画ノベルゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"君の目的はボクを殺すこと。","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"公牛炒股-证券开户交易软件","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Tetro Blocks - Beat IQ with Tetrix-style-puzzle.","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Clash of Crime Mad City Full","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"おチャベリ-ビデオ通話でマッチングアプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"애드픽 - 인플루언서가 되어 의미있는 수익을 올리세요!","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"每日红包","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Tetminos - Classic Puzzle Game","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ゲームプレイで賞金ゲット！ポットハンター","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"心动K歌恋爱季-让我们一起唱歌听歌恋爱吧","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Der IQ Test - Intelligenztest (Deutsch)","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"30秒マン-これクリアできるやついる？-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Photograph+","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"商品バーコードで賞味期限を通知 Limiter2 (リミッター)","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"奇跡のメガネ　-恋愛シミュレーションゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"トリセツメーカー　トリセツ診断","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"【放置ゲー】壁ドンしたら人生変わった ～グリモアのキャラ達に壁ドン！？～","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"花粉儿-女性、母婴闲置交易平台","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"女の子の憧れが全てつまったTOKYOリアルコーデアプリ - TOPLOG","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"青藍高校リア充部","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"融360-贷款、信用卡、信用报告","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"FRESH! - ログイン不要・高画質で生放送が見放題","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ホラースポット-ghost spot-意味が分かると怖いマップ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"striker – dropping balls","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"JCnews - Anime & Game Culture","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"全国マルチ掲示板 for モンスト！〜タスカンと運極ができるアプリ〜","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"传说一刀 - 一刀一级PK爆屠龙","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"欢乐颂合集—刘涛、蒋欣等主演电视剧同名原著","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ニュースパス -かんたん操作で必要なニュースがすぐ読めるニュースアプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"龙之觉醒-热血经典RPG，回味激燃岁月","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ワンダークラウン","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"开挂江湖-Q版武侠挂机","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"皮皮四川麻将","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"無料ゲーム タッチザナンバー（Touch the numbers）計算の脳トレでパズル！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"剑仙传奇·蜀山修仙之独步天下","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"アイドルの姫　-わたしの青春マテリアル-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"【脳トレ】ROLL -ころがす、はめる、きえる-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"wetter.com","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"MINE［マイン］ファッション/コーディネート動画アプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"战姬物语-亚洲顶级画师操刀,颜值爆表手游","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"戦え！プリンセスドール","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"捨て猫レスキュー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Kuro no Sekai - It's a Darkness World","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"クリアした奴マジ天才","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"らぶいずふぉーえばー #泣けるピアノゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Fusion Pictures - A Multiplayer Game with 4 Hidden Pics Object & 1 Word Puzzle","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"猎魔传奇-塔塔&推塔挂机私服手游","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ZAKER 专业版","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"脱出ゲーム　大正ロマン　女記者脱出譚","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"操作しやすいナンプレ！目に優しい パズルゲーム 800問","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"网商银行","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"口袋苍穹-首日送萧炎，重返斗气大陆","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"GYMONDO – Fitness Training für Zuhause","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ブラックバイトはじめました。俺の嫁に捧げるストーリー【放置】","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"9回裏だけ甲子園","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"BestieBox","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"空格－更优秀的个人技能交易平台","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"一言-记录字句，发现共鸣","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"果冻星连萌-全球极具诱惑益智游戏,好玩的闯关游戏,2016最新休闲益智游戏","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"多重人格彼女〜僕の彼女は世界で一番可愛くて、そして狂っている〜","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"帝国征服者-王者联盟列国纷争","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"暴打三国志-经典RPG角色扮演动作卡牌策略手游","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Toy Blocks Game for Brain Traning -TSUMIKI-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Ear Age Diagnosis","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"奇幻射击2","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"お小遣いアプリ。ポイントをレシートで貯めよう　／　レシポ！","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"シルエットクイズ～人気マンガ・映画アニメキャラ・芸能人で暇つぶし脳トレ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"性教育そうだったのか！世界一まなべる保健体育クイズ(画像付き)","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"S, - Puzzle Game With Create Level Feature","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"派派激情版-寂陌陌声人交友神器","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"霸王英雄传（吕布一统天下，演义三国群英杰传奇）","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"闇金クリッカー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"キスまでにしたい10のこと ~ 無料 胸きゅん恋愛小説 放置げーむ ~","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"乐享动-有运动音乐推荐的计步器","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"街机游戏厅 - 电玩游戏合集火爆改版","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Face on Face","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"恋愛消滅ボタン ~ 無料 泣ける恋愛小説 放置ゲーム ~","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"盗墓OL-精绝女王","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"镜花缘：两世英雄情缘,数年问仙修道","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"iSNOB 小众精品爱好者的私藏Top 10","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"skyticket - Reserve Best Valued Air Tickets","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ディグラム恋愛診断","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ZuumSpeed Customizable Speedometer + HUD","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"伙星 - 随手拍出明星一样的MV","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"キモゲーいや、きも毛ー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"RAMP-光を灯す孤独な物語- #無料アクションゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"人众金服[回馈版]-高收益理财软件","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"2Face Fitpack - Dein Trainingsprogramm mit persönlichem Ernährungsplan, Kalorienrechner und Trainingsplan","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"マジ死にゲー","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"创客金融-高收益银行存管投资理财平台","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"懸賞パズルパクロス２","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"NINE 対戦型脳トレ -目指せ賞金王！-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"视吧-全民手机直播","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"やる夫のチャリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"龙珠直播-高清游戏娱乐直播平台","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"サッカーカーニバル","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"TownWiFi - WiFi Everywhere","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"屠龙杀","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"小牛在线-理财投资神器","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"脳トレクロスワード -解けばIQがあがる!?無料パズルゲーム-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"全民德州扑克-天天尽享拉斯维加斯之夜","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Limite Limite","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Refreshing ! Brain training fit","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"英雄Q传-穿越回合制卡牌手游，梦幻般的剧情，开启3D热血传奇人生","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"脱出ゲーム 体育館からの脱出【学校脱出シリーズ5弾】","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"网娱大师-网吧娱乐大师","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"WarnWetter","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Stress Release Grenade","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"NAVIRO(ナビロー) - カーナビ/バイクナビ/徒歩ナビが使える高性能ナビアプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"诺诺镑客—让财富升值","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"PP基金-随时提现的投资理财平台","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"微火车票-查机票订酒店春运特价随行","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"全民暴力摩托-暴力摩托3d免费真实赛车小游戏","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"TLMJ, Tout Le Monde Joue","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"教えて!goo","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"车轮车友会—汇集养车、洗车、代驾、汽车头条、汽车用品的车友聊天分享之家","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"GROW：JOURNEY TO THE LIGHT","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"みんなのお弁当 by クックパッド ~お弁当をレシピ付きで記録・共有~","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"天天萌斗—超级萌红将免费领取，上千少年超级英雄形象，让你在多次元大陆享受卡牌萌斗罗乐趣","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"これやったことない人いる？","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"鴨川等間隔の法則","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Superdrug","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"最長１週間の献立が簡単に作れるme:new（ミーニュー）","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"坦克新纪元——经典红警狂热回归","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"女の子のための女子トレンドまとめアプリ-ウーマガジン-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"マッチングならSecret- 友達・恋人探しSNS","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"極限ドリブル～神の子 edition～","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"牛タン牛タン牛タンタン","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"豪快ショット連発！ストレス発散テニスゲーム「エアK」","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"殺意の国のアリス -狂気に目覚めた童話の主人公たち-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"METAL SAGA -Ark in the wild land-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Myth Kingdom:Wrath of Gauss","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Hugsafe Petracker","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"镜花奇缘 - 最新诛仙类卡牌传奇手游游戏","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Natoo","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"妙资理财（九周年版)-高收益理财投资平台","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"妙资理财-福利版（年化14.8%注册送1万体验金）","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"面白ニュースを超快適に読める!!まとめのまとめMM","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"目の錯覚で性格診断","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"おじクエ - OJISAN QUEST - タップRPG -","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"激ムズ！和のひとふで書き！ 〜頭をつかう脳トレパズルゲーム〜","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Cyber Reversi","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Final Guitar - absolute guitar app","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ここに墓を建てよう","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"SUDOKU -The puzzle game that makes your brain younger!-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"the SOUL of SEVENS【ソウル オブ セブンス】","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"グルータ / 最新ニュースまとめをグループチャットで！(Grouta)","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"黄金日-贵金属理财投资黄金白银","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"GeniusTest！天才てすと","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"炎上なう -つぶやきSNS風シミュレーションゲーム-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Test your color IQ！カラーIQ診断テスト２","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"さすゆう -さすがは勇者様です-無料放置系お手軽RPG!!","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"面倒だがトリあえずキーボード ～ さわりたくなるキーボード","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"アキラメロン【メロンを受け止める、チョイムズゲー】","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Simple Reversi Online","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Spring Festival by BabyBus","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"【脱出ゲーム】絶対に最後までプレイしないで 〜謎解き＆ブロックパズル〜","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"一筆書きゲーム！無料パズルで脳トレしよう！ by だーぱん","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"センバツLIVE!2017／第89回選抜高校野球大会公式アプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"無料アプリ暇つぶしゲーム【BOKEMON】〜トボケモンスターを進化させるで〜","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"オーブGETマルチ掲示板！ for モンスト","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"がんばれルルロロ！かさねてブロック","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Casino Girl-お金稼ぎ美少女育成ゲーム-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"航海帝国HD 唯一正版授权 传承经典 统御大航海强者时代","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ニュース速報と災害地震速報が届くライフライン NewsDigest（ニュースダイジェスト）","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Theory of evolution","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ブリ猫","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"今日、彼女が死んだ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"出会い無料のチャット掲示板 LINK","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ひとりぼっち惑星","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Otaku quizzes from manga, and anime--Slice HEROES!","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Women's Health 100 Tage Training ohne Geräte","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"MoonCatcher","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"DropEraser","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"僕の彼女が誘拐された。","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ゲーム攻略「SGGP」掲示板、SNSな友達出会い","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"好车无忧二手车—二手车买卖实体店","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"犯人は僕です。－謎解き×探索ノベルゲーム－","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"萌店-朋友圈的美味生活","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"CelebrityDiagnosis!","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"[GP]パチスロ ヱヴァンゲリヲン〜決意の刻〜(パチスロゲーム)","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"デジラアプリ - データ容量のやりくりに","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"なっとう-人気の納豆育成ゲーム-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"MobileData - Mobile data usage with Today Widget","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"舞妓ドリル","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"作业通-中小学搜题搜作文必备神器","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"罪と罰2 -犯人は誰だ!?- 謎解き推理ミステリーサスペンス","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"AKUMA大戦 -悪魔を合体召喚して魔王を育成する放置ゲーム-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"暇なら話そう！誰でも話せて友達も作れる「KoeTomo」","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"スタンバイ 仕事もバイトも暮らしにあった選び方","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"A Florist","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"なぞって冒険！きゅるるんくまのパズルリンク","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"求恋爱 专业版-高端恋爱相亲婚恋交友神器,同城寂寞单身男女聊天约会找对象平台","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"暇つぶしに人気  脳トレ パズルゲーム　- LINK","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"オオカミ姫 [ みんなで協力！ターン制ギルドバトルRPG ]","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"TodayAir","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"年賀状2018｜おしゃれなスマホで写真年賀状2018","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"桃太郎の　はなし　は終わっていない #泣ける昔話ノベルゲーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"多盈理财-正规手机投资金融理财产品","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"诸神战纪竞技场：超神大冒险(无尽关 排行榜 动作类横版过关游戏)","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"MeiCam -  Video Production Master","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"万年历-日历农历黄历天气","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"モンスト マルチ掲示板 運極 ＆ ガチャ予報 & 攻略情報 for モンスターストライク","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"DaWanda - The marketplace for unique products","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"流しそうめんエクストリーム","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"トクバイ - チラシアプリ／スーパーの特売情報で節約 -","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"平安好医生-要健康上平安好医生","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"信用钱包官方版-用手机号就能贷款","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"REVERSI ZERO - free classic game","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"口袋全明星","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Are you a psychopath? 怖い心理テスト","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Creema（クリーマ）- ハンドメイドマーケットプレイス","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Daisy Chain","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"勇士与魔龙","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Ticket Camp - フリマよりも安心で簡単なチケットアプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"StageCameraHD","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"途牛旅游PRO-订机票酒店，查旅行景点门票","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Official QR Code reader Q - QR app. -","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ピタゴラパブロフ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"トリセツメーカー２　トリセツ診断","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"爆笑アプリ！人気無料ゲーム kimazui gacha","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Soccer Puzzle for Brain Training -SoccerStrike-","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"【業界初成長マップ搭載！ねこ育成マト当てパズルRPG】たまねこウォーズ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"無料ゲーム HANABI ON LINE 花火（ハナビ）パズル","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"vente-privee","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ニート勇者３ -闇の側の者たち- 無料ロールプレイングゲームRPG","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"懸賞ソリティア-ギフト券/ギフトコードGETでお小遣いが稼げる定番ソリティアクロンダイク","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"U Compass ( North, South, East and West )","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"HONNE -本音が言える匿名つぶやき&チャットアプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"EOPAN","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"如意夺宝","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"逆战仙魔 大圣萌仙全民跨服千人即时PK","0.99","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"airweave sleep analysis","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"バーチャル高校野球","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"大富豪 Online","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"花火撮影 notepad Lite","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"Instant X - Take instant-camera-like photo with double exposure and bulb mode","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"脱出ゲーム 学校の食堂からの脱出","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"SPEED:3D Racing","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"MapFan(マップファン) – 渋滞情報/オービス/オフライン対応の本格カーナビ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
"ハニーズアプリ","0.00","0","0.0","$30,000.00","$22,000.00","$8,000.00"
